UNITID,ENRTOT,FTE,ENRFT,ENRPT,PCTENRWH,PCTENRBK,PCTENRHS,PCTENRAP,PCTENRAS,PCTENRNH,PCTENRAN,PCTENR2M,PCTENRUN,PCTENRNR,PCTENRW,PCTFT1ST,EFUG,EFUG1ST,EFUGTRN,EFUGCNT,EFUGNDG,EFUGFT,EFUG1SFT,EFUGTRFT,EFUGCNFT,EFUGNDFT,EFUGPT,EFUG1SPT,EFUGTRPT,EFUGCNPT,EFUGNDPT,PCUENRWH,PCUENRBK,PCUENRHS,PCUENRAP,PCUENRAS,PCUENRNH,PCUENRAN,PCUENR2M,PCUENRUN,PCUENRNR,PCUENRW,EFGRAD,EFGRADFT,EFGRADPT,PCGENRWH,PCGENRBK,PCGENRHS,PCGENRAP,PCGENRAS,PCGENRNH,PCGENRAN,PCGENR2M,PCGENRUN,PCGENRNR,PCGENRW,DVEF01,DVEF02,DVEF03,DVEF05,DVEF06,DVEF07,DVEF09,DVEF10,DVEF11,DVEF13,DVEF14,DVEF15,DVEF16,RMINSTTN,RMOUSTTN,RMFRGNCN,RMUNKNWN,RMINSTTP,RMOUSTTP,RMFRGNCP,RMUNKNWP,PCTDEEXC,PCTDESOM,PCTDENON,PCUDEEXC,PCUDESOM,PCUDENON,PCGDEEXC,PCGDESOM,PCGDENON
120087,182,182,182,0,3,6,71,3,2,1,1,0,15,0,84,87,182,159,0,23,0,182,159,0,23,0,0,0,0,0,0,3,6,71,3,2,1,1,0,15,0,84,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,159,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
120184,1492,1080,822,670,27,5,35,15,13,2,0,5,7,5,70,21,871,179,111,581,0,669,179,55,435,0,202,0,56,146,0,20,5,45,13,11,2,0,6,6,5,66,621,153,468,38,5,21,18,16,2,0,4,9,5,76,775,245,530,189,77,112,586,168,418,3,68,28,0,149,26,0,4,83,15,0,2,4,8,88,0,11,89,9,5,86
120254,1930,1916,1907,23,49,5,14,15,15,0,0,8,1,7,58,29,1930,566,15,1329,20,1907,565,15,1313,14,23,1,0,16,6,49,5,14,15,15,0,0,8,1,7,58,0,0,0,,,,,,,,,,,,6,6,0,5,5,0,1,1,0,2,98,0,0,210,317,39,0,37,56,7,0,0,0,100,0,0,100,,,
120290,8835,5227,3404,5431,16,3,25,45,44,1,0,6,1,4,53,9,8835,1282,762,5724,1067,3404,807,160,2369,68,5431,475,602,3355,999,16,3,25,45,44,1,0,6,1,4,53,0,0,0,,,,,,,,,,,,2549,2549,0,468,468,0,2081,2081,0,6,65,29,0,1107,0,111,64,86,0,9,5,14,31,54,14,31,54,,,
120342,21122,12277,7806,13316,31,2,35,21,21,0,0,5,0,6,49,11,21122,3703,2142,14020,1257,7806,2308,529,4861,108,13316,1395,1613,9159,1149,31,2,35,21,21,0,0,5,0,6,49,0,0,0,,,,,,,,,,,,6354,6354,0,1122,1122,0,5232,5232,0,2,67,30,1,3196,0,369,138,86,0,10,4,3,14,83,3,14,83,,,
120403,1144,1132,1125,19,30,5,5,25,25,0,1,5,7,22,66,25,1086,277,114,689,6,1068,276,114,672,6,18,1,0,17,0,29,4,6,26,26,0,1,5,6,23,66,58,57,1,41,10,0,10,10,0,0,3,19,16,71,175,131,44,165,122,43,10,9,1,3,85,12,0,153,61,59,4,55,22,21,1,0,41,59,0,43,57,0,0,100
120421,7418,3957,2208,5210,14,2,75,5,5,0,0,3,0,0,55,11,7418,1371,841,4558,648,2208,828,99,1253,28,5210,543,742,3305,620,14,2,75,5,5,0,0,3,0,0,55,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1362,6,0,3,99,0,0,0,16,23,61,16,23,61,,,
120537,1253,1048,919,334,41,7,25,7,6,1,1,10,6,2,59,12,743,91,132,520,0,597,89,107,401,0,146,2,25,119,0,34,8,32,6,4,2,1,12,6,2,57,510,322,188,50,7,16,10,9,1,1,7,8,1,62,,,,,,,,,,,,,,75,9,1,6,82,10,1,7,48,0,52,35,0,65,67,0,33
120661,664,664,664,0,12,8,30,10,8,2,1,2,38,0,78,31,664,207,0,457,0,664,207,0,457,0,0,0,0,0,0,12,8,30,10,8,2,1,2,38,0,78,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,207,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
120698,1071,943,864,207,47,4,12,10,9,0,0,16,7,4,79,0,102,0,50,52,0,98,0,50,48,0,4,0,0,4,0,18,6,21,18,16,2,0,2,28,8,63,969,766,203,50,4,11,9,9,0,0,17,5,4,80,893,62,831,717,60,657,176,2,174,0,39,61,0,,,,,,,,,26,12,62,34,26,39,25,11,64
120768,1111,454,39,1072,21,15,49,6,6,1,0,3,6,0,90,0,476,24,148,304,0,5,0,2,3,0,471,24,146,301,0,19,11,57,4,4,0,0,3,6,0,92,635,34,601,23,18,42,8,7,1,0,4,6,0,88,,,,,,,,,,,,,,20,4,0,0,83,17,0,0,43,11,47,46,16,38,40,7,53
120795,95,66,48,47,55,14,5,13,4,8,0,3,3,7,58,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,95,48,47,55,14,5,13,4,8,0,3,3,7,58,,,,,,,,,,,,,,,,,,,,,,20,28,52,,,,20,28,52
120838,62,62,62,0,0,0,0,0,0,0,0,0,0,100,53,0,6,0,1,5,0,6,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,56,56,0,0,0,0,0,0,0,0,0,0,100,54,,,,,,,,,,,,,,,,,,,,,,0,0,100,0,0,100,0,0,100
120865,1062,1004,967,95,23,7,26,20,19,1,0,8,12,2,61,15,1058,163,93,782,20,964,163,85,715,1,94,0,8,67,19,23,7,26,20,19,1,0,9,12,2,61,4,3,1,100,0,0,0,0,0,0,0,0,0,75,153,151,2,101,100,1,52,51,1,3,83,14,0,140,22,1,0,86,13,1,0,0,6,94,0,6,94,0,0,100
120883,6493,5997,5688,805,27,3,18,37,36,0,0,5,4,6,56,26,3701,954,224,2487,36,3584,953,218,2379,34,117,1,6,108,2,22,3,21,38,37,0,0,6,3,7,52,2792,2104,688,33,4,14,35,35,0,0,5,5,4,60,,,,,,,,,,,,,,812,85,52,5,85,9,5,1,0,0,100,0,0,100,0,0,100
120953,4118,1676,441,3677,40,9,38,6,5,1,1,3,3,0,15,2,4118,553,306,2738,521,441,66,22,328,25,3677,487,284,2410,496,40,9,38,6,5,1,1,3,3,0,15,0,0,0,,,,,,,,,,,,3482,3482,0,259,259,0,3223,3223,0,3,11,85,2,532,0,10,11,96,0,2,2,40,10,50,40,10,50,,,
120971,23917,13133,7682,16235,36,3,45,7,6,0,1,5,2,1,47,10,23917,3936,2153,15073,2755,7682,2330,578,4588,186,16235,1606,1575,10485,2569,36,3,45,7,6,0,1,5,2,1,47,0,0,0,,,,,,,,,,,,7653,7653,0,1149,1149,0,6504,6504,0,6,61,32,1,3719,0,0,217,94,0,0,6,12,26,62,12,26,62,,,
121044,26862,15938,10416,16446,14,4,50,24,24,0,0,4,1,3,52,12,26862,4673,2018,18147,2024,10416,3150,599,6552,115,16446,1523,1419,11595,1909,14,4,50,24,24,0,0,4,1,3,52,0,0,0,,,,,,,,,,,,7847,7847,0,1489,1489,0,6358,6358,0,4,66,29,0,4412,35,216,10,94,1,5,0,5,15,80,5,15,80,,,
121150,7961,6533,5645,2316,43,8,13,10,10,0,0,4,7,14,62,22,3627,803,128,2688,8,3336,800,89,2444,3,291,3,39,244,5,49,5,14,10,10,0,0,6,2,13,59,4334,2309,2025,38,10,13,10,9,0,0,3,12,14,64,3494,208,3286,1548,52,1496,1946,156,1790,2,93,6,0,358,338,97,10,45,42,12,1,11,0,89,2,0,98,19,0,81
121257,1072,1059,1050,22,47,6,14,11,10,0,0,7,6,10,56,25,1072,273,18,781,0,1050,272,14,764,0,22,1,4,17,0,47,6,14,11,10,0,0,7,6,10,56,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,94,158,21,0,34,58,8,0,0,0,100,0,0,100,,,
121275,145,145,145,0,43,5,25,14,14,1,0,9,4,0,36,19,145,28,61,55,1,145,28,61,55,1,0,0,0,0,0,43,5,25,14,14,1,0,9,4,0,36,0,0,0,,,,,,,,,,,,70,70,0,70,70,0,0,0,0,1,51,48,0,28,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
121309,4592,3680,3106,1486,50,3,29,7,6,1,0,7,3,1,67,21,3135,657,391,2082,5,2595,657,183,1755,0,540,0,208,327,5,51,2,27,8,7,1,0,8,2,1,65,1457,511,946,46,4,33,5,4,1,0,5,4,2,72,1643,476,1167,428,100,328,1215,376,839,2,83,15,0,509,147,1,0,77,22,0,0,4,18,78,1,15,84,12,25,63
121345,1573,1564,1559,14,34,9,18,15,15,0,0,7,5,12,51,26,1573,412,23,1114,24,1559,412,23,1114,10,14,0,0,0,14,34,9,18,15,15,0,0,7,5,12,51,0,0,0,,,,,,,,,,,,14,14,0,14,14,0,0,0,0,3,96,1,0,107,305,0,0,26,74,0,0,0,0,100,0,0,100,,,
121363,4285,2653,1828,2457,14,1,78,3,3,0,1,3,0,0,62,13,4285,753,250,2558,724,1828,558,48,1144,78,2457,195,202,1414,646,14,1,78,3,3,0,1,3,0,0,62,0,0,0,,,,,,,,,,,,1160,1160,0,289,289,0,871,871,0,10,62,27,0,748,5,0,0,99,1,0,0,12,22,66,12,22,66,,,
121433,85,85,85,0,1,0,85,0,0,0,0,0,2,12,99,27,85,23,0,62,0,85,23,0,62,0,0,0,0,0,0,1,0,85,0,0,0,0,0,2,12,99,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,23,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
121619,28425,14622,5283,23142,18,1,54,7,7,0,0,1,16,1,41,6,28425,4429,1854,19839,2303,5283,1718,298,3186,81,23142,2711,1556,16653,2222,18,1,54,7,7,0,0,1,16,1,41,0,0,0,,,,,,,,,,,,15351,15351,0,912,912,0,14439,14439,0,5,40,54,1,4294,0,76,59,97,0,2,1,8,12,80,8,12,80,,,
121628,110,110,110,0,42,1,6,11,11,0,0,3,2,35,47,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,110,110,0,42,1,6,11,11,0,0,3,2,35,47,109,0,109,109,0,109,0,0,0,,,,,,,,,,,,,0,0,100,,,,0,0,100
121637,69,69,69,0,61,6,22,4,3,1,1,0,6,0,94,16,69,11,0,58,0,69,11,0,58,0,0,0,0,0,0,61,6,22,4,3,1,1,0,6,0,94,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,11,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
121691,4598,4146,3857,741,37,1,35,11,6,5,1,5,7,3,59,24,3014,725,161,2059,69,2501,723,88,1685,5,513,2,73,374,64,40,1,33,10,6,4,1,6,7,3,58,1584,1356,228,32,1,39,14,7,7,0,3,7,4,61,1817,531,1286,1186,108,1078,631,423,208,1,81,18,0,503,203,19,0,69,28,3,0,4,4,92,2,4,93,8,3,89
121707,4572,2681,1725,2847,57,3,21,4,3,1,5,9,1,0,54,10,4572,789,415,2767,601,1725,473,168,1058,26,2847,316,247,1709,575,57,3,21,4,3,1,5,9,1,0,54,0,0,0,,,,,,,,,,,,1955,1955,0,526,526,0,1429,1429,0,10,46,43,1,746,36,5,2,95,5,1,0,10,16,74,10,16,74,,,
121859,172,167,164,8,20,14,60,0,0,0,2,0,4,0,88,34,172,60,0,112,0,164,58,0,106,0,8,2,0,6,0,20,14,60,0,0,0,2,0,4,0,88,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,59,1,0,0,98,2,0,0,0,0,100,0,0,100,,,
121868,102,102,102,0,13,4,57,1,1,0,1,1,24,0,98,34,102,35,0,67,0,102,35,0,67,0,0,0,0,0,0,13,4,57,1,1,0,1,1,24,0,98,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,35,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
121886,19997,10831,4630,15367,6,2,78,6,6,0,0,1,6,0,43,7,19997,3099,1558,13166,2174,4630,1312,274,2937,107,15367,1787,1284,10229,2067,6,2,78,6,6,0,0,1,6,0,43,0,0,0,,,,,,,,,,,,8031,8031,0,619,619,0,7412,7412,0,6,53,40,0,3070,14,15,0,99,0,0,0,7,13,80,7,13,80,,,
121901,21292,11274,6210,15082,19,8,64,6,5,0,0,2,0,1,57,10,21292,4192,1927,12903,2270,6210,2232,386,3474,118,15082,1960,1541,9429,2152,19,8,64,6,5,0,0,2,0,1,57,0,0,0,,,,,,,,,,,,5986,5986,0,877,877,0,5109,5109,0,4,68,28,0,4039,0,85,68,96,0,2,2,10,14,77,10,14,77,,,
121992,215,195,182,33,0,0,0,99,99,0,0,0,0,0,92,32,215,75,0,140,0,182,68,0,114,0,33,7,0,26,0,0,0,0,99,99,0,0,0,0,0,92,0,0,0,,,,,,,,,,,,191,191,0,160,160,0,31,31,0,0,11,89,0,74,1,0,0,99,1,0,0,0,0,100,0,0,100,,,
122117,107,91,81,26,12,1,2,36,36,0,0,3,0,46,58,0,14,0,0,0,14,10,0,0,0,10,4,0,0,0,4,14,0,0,29,29,0,0,0,0,57,71,93,71,22,12,1,2,38,38,0,0,3,0,44,56,,,,,,,,,,,,,,,,,,,,,,0,0,100,0,0,100,0,0,100
122180,21379,10710,5318,16061,26,10,33,21,19,1,0,7,1,2,59,6,21379,3826,2984,12765,1804,5318,1313,517,3336,152,16061,2513,2467,9429,1652,26,10,33,21,19,1,0,7,1,2,59,0,0,0,,,,,,,,,,,,7935,7935,0,1225,1225,0,6710,6710,0,4,58,37,1,3394,0,345,87,89,0,9,2,16,18,66,16,18,66,,,
122205,19421,10194,5531,13890,51,2,27,11,10,0,0,6,1,2,56,7,19421,2775,1984,12673,1989,5531,1305,372,3736,118,13890,1470,1612,8937,1871,51,2,27,11,10,0,0,6,1,2,56,0,0,0,,,,,,,,,,,,6584,6584,0,850,850,0,5734,5734,0,5,60,34,1,2432,0,226,117,88,0,8,4,28,26,46,28,26,46,,,
122296,2054,1658,1409,645,30,7,18,34,33,1,0,6,5,0,75,0,843,0,208,554,81,569,0,161,407,1,274,0,47,147,80,31,7,18,32,31,1,0,7,6,0,79,1211,840,371,29,6,18,35,34,1,0,5,4,0,71,,,,,,,,,,,,,,,,,,,,,,13,1,87,0,0,100,21,1,77
122339,15066,7094,3065,12001,21,10,52,11,10,0,0,5,2,0,55,6,15066,1953,2482,8295,2336,3065,903,338,1734,90,12001,1050,2144,6561,2246,21,10,52,11,10,0,0,5,2,0,55,0,0,0,,,,,,,,,,,,6250,6250,0,773,773,0,5477,5477,0,7,51,41,1,1818,0,31,104,93,0,2,5,20,15,65,20,15,65,,,
122375,22284,12182,5348,16936,31,7,38,15,15,1,0,6,2,1,54,6,22284,2828,3297,13107,3052,5348,1354,622,3288,84,16936,1474,2675,9819,2968,31,7,38,15,15,1,0,6,2,1,54,0,0,0,,,,,,,,,,,,7910,7910,0,1058,1058,0,6852,6852,0,8,56,35,0,2548,0,76,204,90,0,3,7,18,17,64,18,17,64,,,
122384,15893,7175,2769,13124,35,5,28,22,21,1,0,7,2,0,47,5,15893,1941,2586,8893,2473,2769,808,354,1547,60,13124,1133,2232,7346,2413,35,5,28,22,21,1,0,7,2,0,47,0,0,0,,,,,,,,,,,,6688,6688,0,680,680,0,6008,6008,0,10,48,42,0,1801,0,26,114,93,0,1,6,21,13,66,21,13,66,,,
122409,35303,32337,30451,4852,34,4,31,13,13,0,0,6,4,8,56,18,30586,5750,3512,20756,568,27453,5646,3087,18401,319,3133,104,425,2355,249,33,4,31,14,13,0,0,6,4,7,55,4717,2998,1719,38,3,28,10,10,0,0,4,6,11,62,7332,3969,3363,4645,2712,1933,2687,1257,1430,2,85,13,0,4587,930,233,0,80,16,4,0,2,45,53,1,50,49,6,8,85
122436,9073,8010,7349,1724,49,4,20,8,8,0,0,5,4,9,57,22,5855,1310,296,4154,95,5678,1308,285,4012,73,177,2,11,142,22,50,4,20,7,7,0,0,6,3,10,55,3218,1671,1547,48,5,20,11,10,0,0,4,6,6,61,2744,295,2449,1283,252,1031,1461,43,1418,2,93,5,0,718,532,53,7,55,41,4,1,8,0,92,0,0,100,22,1,77
122454,381,362,350,31,38,3,15,6,6,0,1,5,6,27,63,19,275,53,37,181,4,267,53,37,174,3,8,0,0,7,1,38,3,18,5,5,0,1,5,5,24,60,106,83,23,39,2,6,8,8,1,1,3,8,34,72,123,50,73,100,48,52,23,2,21,1,80,18,0,26,16,9,2,49,30,17,4,0,1,99,0,0,100,0,4,96
122506,398,397,397,1,37,4,3,13,12,0,0,5,4,35,47,28,221,61,32,128,0,221,61,32,128,0,0,0,0,0,0,38,5,4,11,11,0,0,5,5,31,43,177,176,1,34,3,2,14,14,0,0,4,3,40,52,,,,,,,,,,,,,,17,28,16,0,28,46,26,0,0,0,100,0,0,100,0,0,100
122597,29778,26390,24186,5592,19,5,32,25,25,0,0,6,4,8,57,15,26531,4287,3390,18122,732,22191,4066,2737,15092,296,4340,221,653,3030,436,17,6,34,26,25,0,0,6,4,8,56,3247,1995,1252,35,4,19,20,19,0,0,5,8,9,66,7340,4803,2537,4763,3309,1454,2577,1494,1083,3,79,18,0,4149,32,106,0,97,1,2,0,1,36,63,1,38,60,2,14,85
122603,101,97,94,7,39,20,6,6,6,0,0,0,1,29,40,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,101,94,7,39,20,6,6,6,0,0,0,1,29,40,,,,,,,,,,,,,,,,,,,,,,2,6,92,,,,2,6,92
122612,10713,10144,9788,925,28,5,21,22,21,1,0,7,3,14,64,23,6704,1542,385,4734,43,6435,1541,372,4504,18,269,1,13,230,25,25,4,21,24,24,1,0,8,2,14,63,4009,3353,656,32,7,20,17,16,1,0,5,5,13,65,3451,460,2991,2754,353,2401,697,107,590,3,90,7,0,926,410,195,11,60,27,13,1,2,3,95,0,1,99,5,7,88
122649,169,74,15,154,38,2,43,12,12,1,4,0,1,0,55,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,169,15,154,38,2,43,12,12,1,4,0,1,0,55,,,,,,,,,,,,,,,,,,,,,,0,0,100,,,,0,0,100
122658,18209,10296,6296,11913,19,8,48,19,18,0,0,5,1,0,58,9,18209,2944,890,11263,3112,6296,1698,314,3994,290,11913,1246,576,7269,2822,19,8,48,19,18,0,0,5,1,0,58,0,0,0,,,,,,,,,,,,5492,5492,0,1194,1194,0,4298,4298,0,7,62,30,0,2777,2,14,151,94,0,0,5,19,29,52,19,29,52,,,
122685,5275,5275,5275,0,23,7,53,7,6,1,1,7,2,0,66,12,5275,642,913,3558,162,5275,642,913,3558,162,0,0,0,0,0,23,7,53,7,6,1,1,7,2,0,66,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,625,3,0,14,97,0,0,2,10,28,62,10,28,62,,,
122728,1695,1503,1380,315,49,5,17,5,4,1,1,2,9,12,58,17,1257,212,212,822,11,1030,210,166,652,2,227,2,46,170,9,52,5,20,5,4,1,2,1,11,4,60,438,350,88,41,4,7,5,4,1,0,3,5,36,54,,,,,,,,,,,,,,179,11,20,2,84,5,9,1,5,28,67,3,38,60,13,0,87
122746,9270,4548,2162,7108,13,6,45,24,24,0,0,4,6,1,55,6,9270,1160,1278,5093,1739,2162,516,215,1331,100,7108,644,1063,3762,1639,13,6,45,24,24,0,0,4,6,1,55,0,0,0,,,,,,,,,,,,4200,4200,0,616,616,0,3584,3584,0,9,45,45,1,1036,10,76,38,89,1,7,3,14,16,71,14,16,71,,,
122755,35400,30382,27261,8139,18,3,25,32,31,0,0,4,5,12,52,14,27327,3774,3869,19482,202,23099,3704,3115,16205,75,4228,70,754,3277,127,15,3,28,36,36,0,0,5,4,8,49,8073,4162,3911,30,2,15,16,16,0,0,3,7,26,61,11021,4774,6247,5860,3106,2754,5161,1668,3493,2,81,17,0,3623,42,109,0,96,1,3,0,7,23,70,1,28,71,29,5,66
122791,8924,4566,2363,6561,27,3,30,25,23,2,0,6,1,9,49,10,8924,1519,902,5338,1165,2363,878,100,1339,46,6561,641,802,3999,1119,27,3,30,25,23,2,0,6,1,9,49,0,0,0,,,,,,,,,,,,2846,2846,0,258,258,0,2588,2588,0,8,58,32,2,1244,8,264,3,82,1,17,0,12,14,74,12,14,74,,,
122834,272,272,272,0,21,6,63,7,5,2,1,0,1,0,75,8,272,23,40,209,0,272,23,40,209,0,0,0,0,0,0,21,6,63,7,5,2,1,0,1,0,75,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,23,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
122852,86,86,86,0,9,1,83,5,2,2,0,0,2,0,79,7,86,6,24,56,0,86,6,24,56,0,0,0,0,0,0,9,1,83,5,2,2,0,0,2,0,79,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,1,83,0,0,17,0,0,100,0,0,100,,,
122889,14646,9138,6354,8292,39,3,37,5,5,0,0,5,4,7,54,11,14646,2567,944,9409,1726,6354,1576,291,4319,168,8292,991,653,5090,1558,39,3,37,5,5,0,0,5,4,7,54,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1830,0,424,313,71,0,17,12,16,23,61,16,23,61,,,
122931,8642,7980,7569,1073,41,3,16,17,17,0,0,7,3,13,51,25,5520,1392,148,3964,16,5440,1391,146,3889,14,80,1,2,75,2,48,3,18,17,16,0,0,7,2,4,49,3122,2129,993,27,2,13,19,19,0,0,5,5,29,53,2328,43,2285,1457,36,1421,871,7,864,1,98,1,0,745,534,110,3,54,38,8,0,1,0,99,0,0,100,3,0,97
122977,28800,18204,11035,17765,26,9,40,9,9,0,0,5,1,10,54,12,28800,5382,2467,18874,2077,11035,3521,736,6613,165,17765,1861,1731,12261,1912,26,9,40,9,9,0,0,5,1,10,54,0,0,0,,,,,,,,,,,,8616,8616,0,1647,1647,0,6969,6969,0,4,65,30,1,3969,0,807,606,74,0,15,11,12,21,67,12,21,67,,,
123013,20000,10700,6000,14000,46,2,36,5,5,0,1,5,5,1,55,5,20000,1835,1009,14417,2739,6000,924,246,4713,117,14000,911,763,9704,2622,46,2,36,5,5,0,1,5,5,1,55,0,0,0,,,,,,,,,,,,7477,7477,0,1174,1174,0,6303,6303,0,8,54,37,1,1710,0,68,57,93,0,4,3,9,19,72,9,19,72,,,
123095,687,388,203,484,51,13,11,4,3,0,1,7,11,3,77,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,687,203,484,51,13,11,4,3,0,1,7,11,3,77,,,,,,,,,,,,,,,,,,,,,,97,1,2,,,,97,1,2
123165,1071,1066,1063,8,53,4,13,17,17,0,0,5,3,5,99,24,1052,252,13,783,4,1046,252,13,777,4,6,0,0,6,0,53,4,13,17,16,0,0,5,3,5,100,19,17,2,53,5,11,26,26,0,0,5,0,0,47,13,2,11,12,2,10,1,0,1,2,97,0,0,92,147,12,1,37,58,5,0,0,0,100,0,0,100,0,0,100
123217,12557,7604,5100,7457,22,2,68,4,4,0,0,3,1,0,58,13,12557,2406,620,7688,1843,5100,1648,227,3147,78,7457,758,393,4541,1765,22,2,68,4,4,0,0,3,1,0,58,0,0,0,,,,,,,,,,,,3297,3297,0,769,769,0,2528,2528,0,11,62,26,0,2385,17,3,1,99,1,0,0,4,16,80,4,16,80,,,
123280,52,35,24,28,75,6,8,6,6,0,2,4,0,0,48,8,38,5,4,28,1,17,3,2,12,0,21,2,2,16,1,76,5,8,3,3,0,3,5,0,0,42,14,7,7,71,7,7,14,14,0,0,0,0,0,64,,,,,,,,,,,,,,3,2,0,0,60,40,0,0,50,13,37,45,11,45,64,21,14
123299,9105,5634,3286,5819,66,2,18,4,4,0,2,6,2,0,60,6,9105,852,374,5105,2774,3286,545,173,2413,155,5819,307,201,2692,2619,66,2,18,4,4,0,2,6,2,0,60,0,0,0,,,,,,,,,,,,3092,3092,0,1067,1067,0,2025,2025,0,24,41,34,1,745,0,7,100,87,0,1,12,25,27,47,25,27,47,,,
123341,18314,10468,6503,11811,56,3,27,7,6,0,0,6,0,1,55,11,18314,3061,1358,11752,2143,6503,1935,415,4048,105,11811,1126,943,7704,2038,56,3,27,7,6,0,0,6,0,1,55,0,0,0,,,,,,,,,,,,5406,5406,0,1078,1078,0,4328,4328,0,9,61,30,1,3005,26,29,1,98,1,1,0,13,21,66,13,21,66,,,
123350,134,117,106,28,12,7,57,15,4,11,0,1,7,0,75,11,134,17,0,117,0,106,15,0,91,0,28,2,0,26,0,12,7,57,15,4,11,0,1,7,0,75,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,4,76,0,0,24,0,0,100,0,0,100,,,
123448,308,233,186,122,29,29,24,8,8,0,0,6,4,0,65,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,308,186,122,29,29,24,8,8,0,0,6,4,0,65,,,,,,,,,,,,,,,,,,,,,,47,3,50,,,,47,3,50
123457,834,720,647,187,56,4,16,5,5,0,2,4,11,1,60,12,720,86,167,414,53,621,86,153,355,27,99,0,14,59,26,56,4,18,5,5,0,3,4,9,1,61,114,26,88,56,1,9,7,6,1,0,1,24,3,49,318,216,102,167,146,21,151,70,81,1,69,30,0,64,13,9,0,74,15,10,0,11,51,38,8,49,43,34,60,6
123484,1677,1079,777,900,61,4,18,3,3,1,3,8,2,1,54,13,1677,262,156,980,279,777,210,76,482,9,900,52,80,498,270,61,4,18,3,3,1,3,8,2,1,54,0,0,0,,,,,,,,,,,,613,613,0,177,177,0,436,436,0,12,49,37,2,206,49,3,4,79,19,1,2,22,40,39,22,40,39,,,
123493,281,281,281,0,25,10,25,40,38,2,1,0,0,0,68,37,281,103,0,178,0,281,103,0,178,0,0,0,0,0,0,25,10,25,40,38,2,1,0,0,0,68,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,103,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
123509,9014,5043,2357,6657,18,3,32,36,35,1,0,6,1,4,53,7,9014,1152,974,5646,1242,2357,596,110,1619,32,6657,556,864,4027,1210,18,3,32,36,35,1,0,6,1,4,53,0,0,0,,,,,,,,,,,,2807,2807,0,372,372,0,2435,2435,0,9,59,31,1,981,14,157,0,85,1,14,0,9,15,75,9,15,75,,,
123527,13837,7267,3946,9891,12,11,68,5,4,0,0,3,0,0,59,7,13837,1935,1541,8418,1943,3946,988,491,2359,108,9891,947,1050,6059,1835,12,11,68,5,4,0,0,3,0,0,59,0,0,0,,,,,,,,,,,,5963,5963,0,1214,1214,0,4749,4749,0,5,52,43,0,1782,0,16,137,92,0,1,7,15,21,64,15,21,64,,,
123554,3881,3460,3196,685,43,5,24,11,10,1,0,6,7,3,61,22,2795,627,153,2001,14,2618,626,149,1834,9,177,1,4,167,5,44,4,27,12,10,1,0,7,3,3,58,1086,578,508,42,9,16,9,8,1,0,3,18,4,70,1028,209,819,513,96,417,515,113,402,1,91,7,0,520,94,13,0,83,15,2,0,0,0,100,0,0,100,0,0,100
123563,9378,5388,2689,6689,28,13,31,16,15,1,0,10,1,0,58,7,9378,1308,745,5919,1406,2689,689,184,1740,76,6689,619,561,4179,1330,28,13,31,16,15,1,0,10,1,0,58,0,0,0,,,,,,,,,,,,3347,3347,0,509,509,0,2838,2838,0,10,54,36,1,1284,2,22,0,98,0,2,0,10,30,61,10,30,61,,,
123572,9459,8747,8292,1167,44,2,32,5,5,0,0,6,7,3,62,20,8682,1793,814,6035,40,7888,1766,677,5428,17,794,27,137,607,23,43,2,33,5,5,0,0,6,6,3,61,777,404,373,55,2,17,6,6,0,0,4,12,4,72,1672,1036,636,1005,700,305,667,336,331,2,86,12,0,1774,16,3,0,99,1,0,0,0,13,86,0,12,88,3,25,72
