UNITID,ENRTOT,FTE,ENRFT,ENRPT,PCTENRWH,PCTENRBK,PCTENRHS,PCTENRAP,PCTENRAS,PCTENRNH,PCTENRAN,PCTENR2M,PCTENRUN,PCTENRNR,PCTENRW,PCTFT1ST,EFUG,EFUG1ST,EFUGTRN,EFUGCNT,EFUGNDG,EFUGFT,EFUG1SFT,EFUGTRFT,EFUGCNFT,EFUGNDFT,EFUGPT,EFUG1SPT,EFUGTRPT,EFUGCNPT,EFUGNDPT,PCUENRWH,PCUENRBK,PCUENRHS,PCUENRAP,PCUENRAS,PCUENRNH,PCUENRAN,PCUENR2M,PCUENRUN,PCUENRNR,PCUENRW,EFGRAD,EFGRADFT,EFGRADPT,PCGENRWH,PCGENRBK,PCGENRHS,PCGENRAP,PCGENRAS,PCGENRNH,PCGENRAN,PCGENR2M,PCGENRUN,PCGENRNR,PCGENRW,DVEF01,DVEF02,DVEF03,DVEF05,DVEF06,DVEF07,DVEF09,DVEF10,DVEF11,DVEF13,DVEF14,DVEF15,DVEF16,RMINSTTN,RMOUSTTN,RMFRGNCN,RMUNKNWN,RMINSTTP,RMOUSTTP,RMFRGNCP,RMUNKNWP,PCTDEEXC,PCTDESOM,PCTDENON,PCUDEEXC,PCUDESOM,PCUDENON,PCGDEEXC,PCGDESOM,PCGDENON
453792,94,94,94,0,31,66,0,3,3,0,0,0,0,0,91,15,94,14,0,80,0,94,14,0,80,0,0,0,0,0,0,31,66,0,3,3,0,0,0,0,0,91,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,12,0,0,2,86,0,0,14,0,0,100,0,0,100,,,
454184,554,542,535,19,66,5,10,4,4,0,1,0,12,3,66,26,554,145,27,357,25,535,143,27,348,17,19,2,0,9,8,66,5,10,4,4,0,1,0,12,3,66,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,13,124,8,0,9,86,6,0,3,10,87,3,10,87,,,
454227,27629,12708,3270,24359,58,13,11,7,7,0,0,1,9,0,90,0,15090,29,5803,9255,3,2893,24,1748,1121,0,12197,5,4055,8134,3,58,13,13,7,7,0,0,1,8,0,90,12539,377,12162,58,14,9,7,7,0,0,1,10,0,90,25533,13322,12211,2569,2208,361,22964,11114,11850,0,12,88,0,29,0,0,0,100,0,0,0,91,5,5,83,9,8,100,0,0
454236,557,363,237,320,66,20,4,4,4,0,0,2,2,0,88,1,557,9,170,378,0,237,7,100,130,0,320,2,70,248,0,66,20,4,4,4,0,0,2,2,0,88,0,0,0,,,,,,,,,,,,309,309,0,110,110,0,199,199,0,0,45,55,0,9,0,0,0,100,0,0,0,1,57,42,1,57,42,,,
454245,692,436,271,421,53,4,22,12,12,0,0,2,7,0,87,0,692,2,203,486,1,271,2,103,166,0,421,0,100,320,1,53,4,22,12,12,0,0,2,7,0,87,0,0,0,,,,,,,,,,,,390,390,0,143,143,0,247,247,0,0,43,56,0,2,0,0,0,100,0,0,0,1,46,53,1,46,53,,,
454306,111,111,111,0,70,26,2,0,0,0,0,2,0,0,95,18,111,20,0,91,0,111,20,0,91,0,0,0,0,0,0,70,26,2,0,0,0,0,2,0,0,95,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,20,0,0,0,100,0,0,0,0,1,99,0,1,99,,,
454458,56,56,56,0,54,0,38,7,2,5,2,0,0,0,80,18,56,10,0,46,0,56,10,0,46,0,0,0,0,0,0,54,0,38,7,2,5,2,0,0,0,80,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,8,2,0,0,80,20,0,0,0,100,0,0,100,0,,,
454537,62,62,62,0,84,2,2,5,5,0,0,8,0,0,98,48,62,30,0,32,0,62,30,0,32,0,0,0,0,0,0,84,2,2,5,5,0,0,8,0,0,98,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,29,0,0,1,97,0,0,3,0,0,100,0,0,100,,,
454546,63,63,63,0,25,30,27,8,6,2,0,0,10,0,98,29,63,18,0,45,0,63,18,0,45,0,0,0,0,0,0,25,30,27,8,6,2,0,0,10,0,98,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,18,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
454555,156,156,156,0,47,1,34,10,6,3,4,3,1,0,97,23,156,36,0,120,0,156,36,0,120,0,0,0,0,0,0,47,1,34,10,6,3,4,3,1,0,97,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,35,1,0,0,97,3,0,0,0,0,100,0,0,100,,,
454573,184,184,184,0,22,2,72,2,2,0,2,1,0,0,98,23,184,42,0,142,0,184,42,0,142,0,0,0,0,0,0,22,2,72,2,2,0,2,1,0,0,98,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,42,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
454582,195,126,82,113,59,13,9,3,2,1,9,2,5,0,69,4,164,17,22,121,4,81,7,15,58,1,83,10,7,63,3,60,12,10,3,2,1,9,1,5,0,70,31,1,30,55,19,6,3,3,0,10,3,3,0,68,,,,,,,,,,,,,,0,10,2,5,0,59,12,29,100,0,0,100,0,0,100,0,0
454607,303,303,303,0,47,34,11,4,4,0,0,4,1,0,97,11,303,32,0,271,0,303,32,0,271,0,0,0,0,0,0,47,34,11,4,4,0,0,4,1,0,97,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,32,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
454616,203,170,148,55,76,10,7,2,1,0,2,0,1,0,17,18,203,39,45,109,10,148,36,42,69,1,55,3,3,40,9,76,10,7,2,1,0,2,0,1,0,17,0,0,0,,,,,,,,,,,,31,31,0,16,16,0,15,15,0,3,81,15,0,26,13,0,0,67,33,0,0,0,2,98,0,2,98,,,
454652,132,132,132,0,65,24,5,1,1,0,0,1,5,0,97,16,132,21,0,111,0,132,21,0,111,0,0,0,0,0,0,65,24,5,1,1,0,0,1,5,0,97,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,19,0,0,2,90,0,0,10,0,0,100,0,0,100,,,
454689,665,527,441,224,40,29,6,8,8,1,1,0,14,0,51,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,33,0,33,33,0,0,0,33,0,33,662,438,224,41,29,6,8,8,1,1,0,14,0,51,,,,,,,,,,,,,,,,,,,,,,100,0,0,100,0,0,100,0,0
454698,448,448,448,0,22,6,71,1,1,0,0,0,0,0,56,21,448,95,42,311,0,448,95,42,311,0,0,0,0,0,0,22,6,71,1,1,0,0,0,0,0,56,0,0,0,,,,,,,,,,,,210,210,0,210,210,0,0,0,0,0,52,47,0,95,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
454722,50,42,37,13,2,6,92,0,0,0,0,0,0,0,70,12,50,10,0,40,0,37,6,0,31,0,13,4,0,9,0,2,6,92,0,0,0,0,0,0,0,70,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
454759,28,15,7,21,4,50,32,11,11,0,0,0,4,0,32,4,28,3,0,25,0,7,1,0,6,0,21,2,0,19,0,4,50,32,11,11,0,0,0,4,0,32,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
454768,227,175,140,87,22,10,50,12,11,1,1,1,4,0,87,7,227,18,0,209,0,140,17,0,123,0,87,1,0,86,0,22,10,50,12,11,1,1,1,4,0,87,0,0,0,,,,,,,,,,,,120,120,0,65,65,0,55,55,0,2,45,53,0,18,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
454777,215,172,144,71,24,21,29,13,11,1,0,7,3,2,85,8,215,21,0,194,0,144,18,0,126,0,71,3,0,68,0,24,21,29,13,11,1,0,7,3,2,85,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,21,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
454786,926,431,110,816,24,13,31,19,8,11,3,0,9,0,43,5,926,225,20,681,0,110,49,3,58,0,816,176,17,623,0,24,13,31,19,8,11,3,0,9,0,43,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,225,0,0,0,100,0,0,0,37,0,63,37,0,63,,,
454795,288,213,164,124,48,3,18,9,7,2,1,6,14,0,75,14,288,51,0,237,0,164,41,0,123,0,124,10,0,114,0,48,3,18,9,7,2,1,6,14,0,75,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,51,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
454801,102,102,102,0,11,33,37,5,5,0,0,0,13,1,88,32,102,33,0,69,0,102,33,0,69,0,0,0,0,0,0,11,33,37,5,5,0,0,0,13,1,88,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,33,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
454810,2289,2289,2289,0,41,33,12,2,1,1,1,7,3,1,68,19,2289,435,387,1467,0,2289,435,387,1467,0,0,0,0,0,0,41,33,12,2,1,1,1,7,3,1,68,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,90,344,1,0,21,79,0,0,89,0,11,89,0,11,,,
454829,5424,2983,1421,4003,16,11,5,2,2,0,1,1,64,0,83,0,3389,41,9,3339,0,401,11,0,390,0,2988,30,9,2949,0,16,10,6,2,2,0,1,1,65,0,86,2035,1020,1015,15,13,5,2,2,0,1,1,63,0,79,5198,3220,1978,1352,356,996,3846,2864,982,0,4,95,1,1,40,0,0,2,98,0,0,99,1,0,98,2,0,100,0,0
454838,26,26,26,0,85,0,4,4,4,0,4,4,0,0,88,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,26,26,0,85,0,4,4,4,0,4,4,0,0,88,,,,,,,,,,,,,,,,,,,,,,0,0,100,,,,0,0,100
454847,31,31,31,0,6,0,23,71,71,0,0,0,0,0,71,77,31,24,0,7,0,31,24,0,7,0,0,0,0,0,0,6,0,23,71,71,0,0,0,0,0,71,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,24,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
454856,878,878,878,0,65,5,13,6,5,1,1,5,5,2,63,0,845,0,134,711,0,845,0,134,711,0,0,0,0,0,0,66,5,13,6,5,1,1,5,3,2,62,33,33,0,36,0,6,0,0,0,0,3,55,0,97,,,,,,,,,,,,,,,,,,,,,,10,85,5,6,88,5,100,0,0
454865,463,386,336,127,23,51,15,5,5,0,0,5,0,0,81,50,463,318,11,134,0,336,233,7,96,0,127,85,4,38,0,23,51,15,5,5,0,0,5,0,0,81,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,156,162,0,0,49,51,0,0,1,91,9,1,91,9,,,
454874,46,34,26,20,54,2,37,2,2,0,0,0,4,0,98,28,46,23,0,23,0,26,13,0,13,0,20,10,0,10,0,54,2,37,2,2,0,0,0,4,0,98,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,23,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
454908,17,17,17,0,0,0,100,0,0,0,0,0,0,0,71,18,17,3,0,14,0,17,3,0,14,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,71,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
454917,190,178,170,20,1,1,87,0,0,0,6,0,1,5,75,3,190,8,0,182,0,170,6,0,164,0,20,2,0,18,0,1,1,87,0,0,0,6,0,1,5,75,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
454926,212,212,212,0,20,70,4,3,3,0,0,1,0,1,94,17,212,36,0,176,0,212,36,0,176,0,0,0,0,0,0,20,70,4,3,3,0,0,1,0,1,94,0,0,0,,,,,,,,,,,,60,60,0,60,60,0,0,0,0,1,71,28,0,35,1,0,0,97,3,0,0,0,0,100,0,0,100,,,
454935,46,46,46,0,93,2,2,0,0,0,0,0,2,0,100,33,46,15,0,31,0,46,15,0,31,0,0,0,0,0,0,93,2,2,0,0,0,0,0,2,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,15,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
454944,196,196,196,0,87,2,10,0,0,0,1,0,0,1,91,9,196,17,0,179,0,196,17,0,179,0,0,0,0,0,0,87,2,10,0,0,0,1,0,0,1,91,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,16,1,0,0,94,6,0,0,0,0,100,0,0,100,,,
454953,33,22,14,19,42,30,27,0,0,0,0,0,0,0,100,6,33,10,0,23,0,14,2,0,12,0,19,8,0,11,0,42,30,27,0,0,0,0,0,0,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
454962,34,26,20,14,44,32,21,3,3,0,0,0,0,0,100,35,34,15,0,19,0,20,12,0,8,0,14,3,0,11,0,44,32,21,3,3,0,0,0,0,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,2,87,0,0,13,0,0,100,0,0,100,,,
454971,190,143,112,78,23,24,43,6,6,1,1,3,1,0,89,0,190,0,0,190,0,112,0,0,112,0,78,0,0,78,0,23,24,43,6,6,1,1,3,1,0,89,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,100,0,0,100,,,
454980,71,49,35,36,41,20,30,4,4,0,1,4,0,0,96,10,71,11,0,60,0,35,7,0,28,0,36,4,0,32,0,41,20,30,4,4,0,1,4,0,0,96,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,11,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
454999,156,114,86,70,65,23,6,1,1,0,0,4,1,0,95,18,156,36,0,120,0,86,28,0,58,0,70,8,0,62,0,65,23,6,1,1,0,0,4,1,0,95,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,36,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
455008,227,185,157,70,38,30,25,4,3,0,0,4,0,0,76,11,227,35,0,192,0,157,26,0,131,0,70,9,0,61,0,38,30,25,4,3,0,0,4,0,0,76,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,34,1,0,0,97,3,0,0,0,0,100,0,0,100,,,
455017,22,17,13,9,73,14,14,0,0,0,0,0,0,0,91,18,22,8,0,14,0,13,4,0,9,0,9,4,0,5,0,73,14,14,0,0,0,0,0,0,0,91,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,1,88,0,0,13,0,0,100,0,0,100,,,
455026,107,93,83,24,26,51,16,0,0,0,0,7,0,0,9,26,107,34,0,73,0,83,28,0,55,0,24,6,0,18,0,26,51,16,0,0,0,0,7,0,0,9,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,28,6,0,0,82,18,0,0,0,0,100,0,0,100,,,
455053,28,27,26,2,18,75,0,0,0,0,0,7,0,0,93,36,28,12,0,16,0,26,10,0,16,0,2,2,0,0,0,18,75,0,0,0,0,0,7,0,0,93,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,12,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
455062,50,33,22,28,82,8,6,0,0,0,0,4,0,0,96,4,50,3,0,47,0,22,2,0,20,0,28,1,0,27,0,82,8,6,0,0,0,0,4,0,0,96,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
455071,140,56,0,140,76,14,1,3,3,0,0,3,2,0,78,0,140,49,0,91,0,0,0,0,0,0,140,49,0,91,0,76,14,1,3,3,0,0,3,2,0,78,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,45,4,0,0,92,8,0,0,0,0,100,0,0,100,,,
455080,168,162,158,10,89,2,5,0,0,0,1,2,1,1,89,26,168,44,0,124,0,158,44,0,114,0,10,0,0,10,0,89,2,5,0,0,0,1,2,1,1,89,0,0,0,,,,,,,,,,,,53,53,0,48,48,0,5,5,0,1,68,32,0,42,2,0,0,95,5,0,0,0,0,100,0,0,100,,,
455099,87,49,26,61,48,7,11,0,0,0,0,1,20,13,36,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,87,26,61,48,7,11,0,0,0,0,1,20,13,36,,,,,,,,,,,,,,,,,,,,,,22,24,54,,,,22,24,54
455105,70,70,70,0,79,17,1,1,1,0,0,0,1,0,99,1,70,1,0,69,0,70,1,0,69,0,0,0,0,0,0,79,17,1,1,1,0,0,0,1,0,99,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,100,0,0,100,0,0,100,,,
455114,10277,5274,2746,7531,72,2,18,2,2,0,1,2,3,1,57,7,10277,1327,712,4362,3876,2746,719,351,1618,58,7531,608,361,2744,3818,72,2,18,2,2,0,1,2,3,1,57,0,0,0,,,,,,,,,,,,2717,2717,0,849,849,0,1868,1868,0,34,39,26,0,1262,65,0,0,95,5,0,0,14,23,64,14,23,64,,,
455141,207,207,207,0,52,31,5,2,2,0,1,8,0,0,96,23,207,48,0,159,0,207,48,0,159,0,0,0,0,0,0,52,31,5,2,2,0,1,8,0,0,96,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,48,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
455178,104,95,90,14,79,4,0,6,5,1,1,10,1,0,74,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,104,90,14,79,4,0,6,5,1,1,10,1,0,74,,,,,,,,,,,,,,,,,,,,,,0,0,100,,,,0,0,100
455187,199,119,66,133,0,3,95,2,2,0,0,0,0,0,88,9,199,72,0,127,0,66,18,0,48,0,133,54,0,79,0,0,3,95,2,2,0,0,0,0,0,88,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,72,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
455196,3179,3179,3179,0,16,61,12,4,4,0,0,2,4,0,91,2,3179,62,400,2717,0,3179,62,400,2717,0,0,0,0,0,0,16,61,12,4,4,0,0,2,4,0,91,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,62,0,0,0,100,0,0,0,0,100,0,0,100,,,
455202,425,409,398,27,46,10,23,16,15,1,0,5,0,0,86,7,425,29,0,396,0,398,29,0,369,0,27,0,0,27,0,46,10,23,16,15,1,0,5,0,0,86,0,0,0,,,,,,,,,,,,226,226,0,212,212,0,14,14,0,2,45,53,0,28,1,0,0,97,3,0,0,0,0,100,0,0,100,,,
455211,171,171,171,0,31,10,22,6,4,2,0,30,1,0,95,18,171,31,0,140,0,171,31,0,140,0,0,0,0,0,0,31,10,22,6,4,2,0,30,1,0,95,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,30,1,0,0,97,3,0,0,0,0,100,0,0,100,,,
455220,43,43,43,0,53,28,19,0,0,0,0,0,0,0,95,86,43,37,0,6,0,43,37,0,6,0,0,0,0,0,0,53,28,19,0,0,0,0,0,0,0,95,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,30,0,0,7,81,0,0,19,0,0,100,0,0,100,,,
455239,17,14,12,5,94,6,0,0,0,0,0,0,0,0,100,47,17,11,0,6,0,12,8,0,4,0,5,3,0,2,0,94,6,0,0,0,0,0,0,0,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,11,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
455257,427,427,427,0,97,0,0,0,0,0,0,0,0,3,0,19,427,80,41,306,0,427,80,41,306,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,80,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
455275,256,256,256,0,61,29,3,2,2,0,0,6,0,0,98,24,256,61,0,195,0,256,61,0,195,0,0,0,0,0,0,61,29,3,2,2,0,0,6,0,0,98,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,60,1,0,0,98,2,0,0,0,0,100,0,0,100,,,
455284,230,179,145,85,74,21,1,2,1,1,0,0,1,0,97,5,230,13,0,217,0,145,11,0,134,0,85,2,0,83,0,74,21,1,2,1,1,0,0,1,0,97,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
455327,43,29,20,23,56,21,21,0,0,0,0,0,2,0,86,19,43,19,0,24,0,20,8,0,12,0,23,11,0,12,0,56,21,21,0,0,0,0,0,2,0,86,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,19,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
455336,221,221,221,0,25,55,15,2,1,1,1,1,1,0,19,50,221,111,0,110,0,221,111,0,110,0,0,0,0,0,0,25,55,15,2,1,1,1,1,1,0,19,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,111,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
455345,20,20,20,0,5,90,5,0,0,0,0,0,0,0,40,15,20,3,0,17,0,20,3,0,17,0,0,0,0,0,0,5,90,5,0,0,0,0,0,0,0,40,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
455354,237,237,237,0,38,5,51,2,1,0,2,2,2,0,96,16,237,37,0,200,0,237,37,0,200,0,0,0,0,0,0,38,5,51,2,1,0,2,2,2,0,96,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,37,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
455381,146,104,76,70,53,3,16,10,4,5,2,11,2,3,99,17,146,42,0,104,0,76,25,0,51,0,70,17,0,53,0,53,3,16,10,4,5,2,11,2,3,99,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,42,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
455406,570,564,560,10,68,1,8,12,12,0,0,6,3,2,52,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,570,560,10,68,1,8,12,12,0,0,6,3,2,52,484,0,484,474,0,474,10,0,10,,,,,,,,,,,,,0,0,100,,,,0,0,100
455433,290,175,104,186,32,12,27,14,13,1,0,4,6,3,80,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,290,104,186,32,12,27,14,13,1,0,4,6,3,80,,,,,,,,,,,,,,,,,,,,,,1,1,98,,,,1,1,98
455460,180,180,180,0,42,55,1,1,1,0,0,2,0,0,76,15,180,27,0,153,0,180,27,0,153,0,0,0,0,0,0,42,55,1,1,1,0,0,2,0,0,76,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,27,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
455479,572,572,572,0,61,23,4,2,2,1,1,6,3,0,90,7,572,42,90,440,0,572,42,90,440,0,0,0,0,0,0,61,23,4,2,2,1,1,6,3,0,90,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,36,6,0,0,86,14,0,0,0,56,44,0,56,44,,,
455488,337,337,337,0,13,84,0,1,0,0,0,2,0,0,65,21,337,70,0,267,0,337,70,0,267,0,0,0,0,0,0,13,84,0,1,0,0,0,2,0,0,65,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,70,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
455512,3666,1847,927,2739,29,2,51,12,11,0,0,4,2,0,62,7,3666,476,513,2095,582,927,262,75,582,8,2739,214,438,1513,574,29,2,51,12,11,0,0,4,2,0,62,0,0,0,,,,,,,,,,,,1150,1150,0,145,145,0,1005,1005,0,11,58,31,0,470,0,2,4,99,0,0,1,10,8,82,10,8,82,,,
455558,113,113,113,0,12,81,3,1,1,0,0,3,1,0,55,48,113,54,0,59,0,113,54,0,59,0,0,0,0,0,0,12,81,3,1,1,0,0,3,1,0,55,0,0,0,,,,,,,,,,,,76,76,0,76,76,0,0,0,0,0,31,67,2,54,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
455628,383,383,383,0,15,80,1,1,1,0,0,1,1,0,69,14,383,52,56,275,0,383,52,56,275,0,0,0,0,0,0,15,80,1,1,1,0,0,1,1,0,69,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,52,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
455664,2628,1129,199,2429,40,25,17,5,5,0,0,5,5,2,81,1,147,24,23,100,0,8,1,6,1,0,139,23,17,99,0,48,21,18,3,2,1,1,6,3,0,86,2481,191,2290,39,26,17,6,5,0,0,5,5,2,80,,,,,,,,,,,,,,3,21,0,0,13,88,0,0,72,1,27,95,4,1,71,1,29
455707,44,44,44,0,70,23,0,5,5,0,0,0,2,0,77,0,44,0,0,44,0,44,0,0,44,0,0,0,0,0,0,70,23,0,5,5,0,0,0,2,0,77,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,100,0,0,100,,,
455725,398,346,312,86,34,8,45,2,1,2,1,7,3,0,98,56,398,271,0,127,0,312,222,0,90,0,86,49,0,37,0,34,8,45,2,1,2,1,7,3,0,98,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,222,0,0,49,82,0,0,18,0,0,100,0,0,100,,,
455734,111,111,111,0,14,3,72,8,7,1,0,4,0,0,75,32,111,36,0,75,0,111,36,0,75,0,0,0,0,0,0,14,3,72,8,7,1,0,4,0,0,75,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,36,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
455761,421,331,272,149,26,11,33,13,12,1,0,1,15,0,89,8,421,50,0,371,0,272,35,0,237,0,149,15,0,134,0,26,11,33,13,12,1,0,1,15,0,89,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,49,1,0,0,98,2,0,0,0,0,100,0,0,100,,,
455770,171,169,168,3,50,4,30,3,1,2,1,5,3,5,45,20,171,35,22,114,0,168,35,22,111,0,3,0,0,3,0,50,4,30,3,1,2,1,5,3,5,45,0,0,0,,,,,,,,,,,,6,6,0,4,4,0,2,2,0,0,96,4,0,28,6,0,1,80,17,0,3,0,0,100,0,0,100,,,
455798,99,75,60,39,53,13,21,2,2,0,0,3,8,0,95,24,99,39,0,60,0,60,24,0,36,0,39,15,0,24,0,53,13,21,2,2,0,0,3,8,0,95,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,39,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
455804,141,108,87,54,70,5,6,6,6,0,0,4,10,0,29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,141,87,54,70,5,6,6,6,0,0,4,10,0,29,,,,,,,,,,,,,,,,,,,,,,0,0,100,,,,0,0,100
455813,70,61,56,14,64,1,4,4,4,0,0,0,6,20,43,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,70,56,14,64,1,4,4,4,0,0,0,6,20,43,,,,,,,,,,,,,,,,,,,,,,0,0,100,,,,0,0,100
455831,172,172,172,0,13,20,66,0,0,0,0,0,0,0,90,76,172,131,0,41,0,172,131,0,41,0,0,0,0,0,0,13,20,66,0,0,0,0,0,0,0,90,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,131,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
455840,87,87,87,0,11,71,17,0,0,0,0,0,0,0,95,32,87,28,0,59,0,87,28,0,59,0,0,0,0,0,0,11,71,17,0,0,0,0,0,0,0,95,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,28,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
455859,250,229,215,35,80,2,12,3,3,0,0,4,0,0,96,20,250,58,0,192,0,215,50,0,165,0,35,8,0,27,0,80,2,12,3,3,0,0,4,0,0,96,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,55,3,0,0,95,5,0,0,0,0,100,0,0,100,,,
455868,259,259,259,0,8,7,72,12,11,0,0,0,0,1,86,20,259,53,28,178,0,259,53,28,178,0,0,0,0,0,0,8,7,72,12,11,0,0,0,0,1,86,0,0,0,,,,,,,,,,,,114,114,0,114,114,0,0,0,0,0,56,44,0,53,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
